alternative,n,time_steps,ghost_cells,cores,run,kernel_time,effective_time
lsb,1000000,1000,1000,28,2,3909899.049316,3933754.8496089997
lsb,1000000,1000,1000,28,3,3771756.667969,3823352.4550790004
lsb,1000000,1000,1000,28,4,4030730.527832,4060128.92041
lsb,1000000,1000,1000,32,0,4534278.357422,4571438.515137
lsb,1000000,1000,1000,32,1,4027679.96875,4114701.024902
lsb,1000000,1000,1000,32,2,4261994.08252,4298763.904785
lsb,1000000,1000,1000,32,3,4340960.560059,4368896.088378999
lsb,1000000,1000,1000,32,4,5558706.901366999,5587307.693848
lsb,1000000,1000,1000,36,0,4945677.345703,4959929.234863
lsb,1000000,1000,1000,36,1,4846062.73584,4869056.050293
lsb,1000000,1000,1000,36,2,4479608.097168,4516609.739746
lsb,1000000,1000,1000,36,3,4506734.210938,4565862.489258001
lsb,1000000,1000,1000,36,4,6082166.114746,6112014.461914
lsb,1000000,1000,1000,40,0,4854544.44043,4886419.364258
lsb,1000000,1000,1000,40,1,4904404.883789,4942029.864746
lsb,1000000,1000,1000,40,2,4851355.147461,4881969.881836001
lsb,1000000,1000,1000,40,3,5199715.82373,5230198.100097
lsb,1000000,1000,1000,40,4,4825623.60498,4859781.11377
lsb,1000000,1000,1000,44,0,5287074.030762,5332353.012696
lsb,1000000,1000,1000,44,1,5483438.033203,5541026.125488
lsb,1000000,1000,1000,44,2,5486461.994629,5531983.65625
lsb,1000000,1000,1000,44,3,5258103.831055,5283792.008789
lsb,1000000,1000,1000,44,4,5637340.318848,5674901.51416
lsb,1000000,1000,1000,48,0,5737530.155273001,5776585.311523
lsb,1000000,1000,1000,48,1,5837882.517578,5860400.197266
lsb,1000000,1000,1000,48,2,5897498.003418,5921238.155762
lsb,1000000,1000,1000,48,3,5904158.935547,5946968.972168
lsb,1000000,1000,1000,48,4,5641748.208984,5674672.879883
